site,location,region,species,life_stage,temporal_group,season,year,N,num_infected,num_infected_discrete,mean_natural_with_zeros,var_natural_with_zeros,mean_natural_without_zeros,var_natural_without_zeros,mean_log10_without_zeros,var_log10_without_zeros,mean_discrete_ceiling_with_zeros,var_discrete_ceiling_with_zeros,mean_discrete_floor_with_zeros,var_discrete_floor_with_zeros,nbd_k,nbd_mu,nbd_aic,pois_lam,pois_aic,gamma_aic,gamma_shape,gamma_rate,lnorm_aic,lnorm_meanlog,lnorm_sdlog,weibull_aic,weibull_shape,weibull_scale,exp_aic,exp_rate,norm_gof_pvalue_sw,norm_gof_statistic_sw,norm_gof_pvalue_ks,norm_gof_statistic_ks,norm_gof_pvalue_kslc,norm_gof_statistic_kslc,norm_gof_pvalue_ad,norm_gof_statistic_ad,poulin_D,poulin_D_log,cv_log,log_cv,cv,dataset
CA-MANZA,usa,east_bay,BUBO,subadult,1,summer,1,15,10,7,22.6559215244933,2578.88764421827,33.9838822867399,3583.86068534731,0.466164493886063,1.85195276143485,23.0666666666667,2582.35238095238,22.4,2566.11428571429,0.199592480350306,23.0704863644382,101.084581692969,23.0666666760458,1038.03823766634,75.2969403110164,0.283728599685676,0.00835074263137104,75.635888993718,1.07338341450516,2.97270556259647,75.1158236167665,0.403307114400582,12.1478986573516,92.517727236575,0.0294257140843172,0.856116178665455,0.966449419594733,0.0137610192912098,0.474391075562513,0.9354,0.12388346936802,0.906539298523604,0.169167544822304,0.744957158794189,1.56586918675201,2.91928005837218,0.245902568780523,1.76158080256954,east_bay
CA-MCCRY,usa,east_bay,BUBO,subadult,1,summer,1,14,4,1,0.198596924542857,0.284187697804919,0.6950892359,0.771338075379366,-0.396921630508641,0.256854643773173,0.428571428571429,0.725274725274725,0.142857142857143,0.285714285714286,0.687481272860896,0.42859868756828,28.3694852546926,0.428571436701825,27.7510932631026,,,,,,,,,,,,,,,,,,,,0.518658085976843,-0.593738446305612,-1.2768472463899,0.101581821824037,1.26351913055206,east_bay
CA-SF85A,usa,east_bay,BUBO,subadult,1,summer,1,15,4,2,0.267793542146667,0.433482997475573,1.00422578305,1.03686166317345,-0.20200614929991,0.254389468438309,0.466666666666667,0.838095238095238,0.2,0.314285714285714,0.450946970486011,0.466610249450489,31.1364424743464,0.466666674013626,31.6397740282326,,,,,,,,,,,,,,,,,,,,0.459957338487795,-1.15711828027223,-2.49680700348507,0.00602904110630098,1.01397918787111,east_bay
EAGLEGCP,usa,east_bay,BUBO,subadult,1,summer,1,15,0,0,0,0,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,east_bay
HIDDEN,usa,east_bay,BUBO,subadult,1,summer,1,30,4,4,116.192665635764,401406.249767947,871.444992268233,3002712.60383309,1.29342085464909,2.40647273623428,116.266666666667,401463.167816092,116.133333333333,401254.809195402,0.0158382681832616,116.297760867908,71.6240951916854,116.266666667576,23502.6553023183,,,,,,,,,,,,,,,,,,,,0.746933395235526,0.528776493563286,1.19936290875516,0.298516904873364,1.98846020952388,east_bay
NTalkGCP,usa,east_bay,BUBO,subadult,1,summer,1,14,4,3,31.4129923527953,13450.2420926602,109.945473234783,46771.9947016986,0.493748247462498,2.87365320334999,31.6428571428571,13479.478021978,31.3571428571429,13431.0164835165,0.0495968228505498,31.6522766212705,54.5294674895089,31.6428571475183,2260.70625766463,,,,,,,,,,,,,,,,,,,,0.741357306020647,1.59815000891414,3.43329887104614,0.293815592970214,1.96705087722214,east_bay
PRPND002,usa,east_bay,BUBO,subadult,1,summer,1,15,8,7,4.55535415021778,91.7982680597308,8.54128903165833,144.687939680887,0.507464748204332,0.453858079255822,4.8,95.0285714285714,4.26666666666667,90.4952380952381,0.243430141542064,4.80067100552784,72.2879046216553,4.80000000034722,215.868243279459,,,,,,,,,,,,,,,,,,,,0.621463851579695,0.686700878560639,1.32755999470049,0.148692747864116,1.40829211557899,east_bay
PRPND007,usa,east_bay,BUBO,subadult,1,summer,1,15,5,2,0.279460115213333,0.461537333784364,0.83838034564,1.0296459982824,-0.767271985868903,1.3824243019606,0.533333333333333,0.838095238095238,0.2,0.314285714285714,0.861233374795744,0.533431717824369,33.7080773225684,0.533333334458336,33.027551850334,,,,,,,,,,,,,,,,,,,,0.568465329377661,-0.729430060239799,-1.5323971587176,0.0829028794898785,1.21032743989045,east_bay
PRPND008,usa,east_bay,BUBO,subadult,1,summer,1,14,6,4,13.6736452851428,1084.67656855183,31.9051723319999,2122.14306346815,0.864586189993071,0.955583657124223,13.8571428571429,1091.05494505495,13.4285714285714,1074.26373626374,0.114063802375632,13.8623919731472,71.5652074144861,13.8571428814434,658.429614838719,,,,,,,,,,,,,,,,,,,,0.649215782951509,0.576910337897548,1.13064446893711,0.159526234420027,1.44386382111589,east_bay
PRPND014,usa,east_bay,BUBO,subadult,1,summer,1,15,11,9,6.21342562648889,170.462739426736,8.4728531270303,217.589658097843,0.44957335726733,0.447294004334073,6.6,173.114285714286,5.86666666666667,169.552380952381,0.398601124606273,6.59977436695743,86.6512201343161,6.60000011479528,261.893151772599,69.9926358522169,0.565733565298509,0.0667595549685385,66.4409986820732,1.03518091065104,1.46830367072382,68.8256107521904,0.66721148366776,6.01649815544866,71.0110806622929,0.118023999080711,0.882729308072218,0.969626147803414,0.052069617470096,0.38907219862554,0.702,0.149405055404983,0.799935540914172,0.213863733836405,0.691768406001071,0.790378209854273,1.48763357767807,0.24078944670479,1.74096262069025,east_bay
PRTY01,usa,east_bay,BUBO,subadult,1,summer,1,14,0,0,0,0,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,east_bay
RLSNKGCP,usa,east_bay,BUBO,subadult,1,summer,1,15,1,0,0.0397918899866667,0.0237509176306647,0.5968783498,,-0.224114173718339,,0.0666666666666667,0.0666666666666667,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,east_bay
RonJRGCP,usa,east_bay,BUBO,subadult,1,summer,1,15,1,0,0.0134727781066667,0.00272273624867215,0.2020916716,,-0.69445158382607,,0.0666666666666667,0.0666666666666667,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,east_bay
SF37,usa,east_bay,BUBO,subadult,1,summer,1,14,0,0,0,0,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,east_bay
TGIF,usa,east_bay,BUBO,subadult,1,summer,1,15,5,5,15.8542809078444,2257.47274651721,47.5628427235333,6015.96793952393,1.19758671032699,0.531765663646144,16.0666666666667,2267.92380952381,15.7333333333333,2245.20952380952,0.078640023561476,16.0711438471392,70.2535687202353,16.0666666860503,953.472765156733,,,,,,,,,,,,,,,,,,,,0.658894908251577,0.299611280622862,0.608910099879205,0.21238495304603,1.6307408599425,east_bay
5CN1,usa,east_bay,PSRE,subadult,1,summer,1,13,8,6,10.3044995094103,630.24336835846,16.7448117027917,957.169414345515,0.678086282440088,0.547319596393763,10.6153846153846,633.423076923077,10,624.833333333333,0.229507353423023,10.6149998608672,77.1147605717308,10.6153846538392,424.750114289478,,,,,,,,,,,,,,,,,,,,0.709587612930285,0.569793636282055,1.09102710525503,0.266614138083761,1.84762631067428,east_bay
5CN4,usa,east_bay,PSRE,subadult,1,summer,1,12,0,0,0,0,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,east_bay
BARN,usa,east_bay,PSRE,subadult,1,summer,1,29,1,1,123.887404517241,445094.580942539,3592.734731,,3.55542515232408,,123.896551724138,445160.310344828,123.862068965517,444912.551724138,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,east_bay
BNPND001,usa,east_bay,PSRE,subadult,1,summer,1,14,11,11,141.529635594257,141839.07665659,180.128627119963,176742.737966652,1.42245722042802,0.83152914290121,141.928571428571,141784.840659341,141.142857142857,141719.516483517,0.212815742101619,141.876793415933,138.84070615021,141.928571428799,6433.21649371343,129.434676257285,0.201937318328006,0.0011210728775139,122.54480469793,3.27532879117929,2.00197238913746,124.98995385893,0.489186397138604,74.9513906730222,138.260766197591,0.00555158841876049,0.164735221151531,0.895924275614416,1.99015126600699e-09,0.848168567212917,0.3974,0.181428953925124,0.172926469167142,0.490415298733687,0.790255588696961,0.338219267536129,0.641061245873796,0.368088050253697,2.33393120300076,east_bay
BNPND002,usa,east_bay,PSRE,subadult,1,summer,1,15,1,0,0.02466033896,0.00912198476433141,0.3699050844,,-0.431909699201805,,0.0666666666666667,0.0666666666666667,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,east_bay
BNPND005,usa,east_bay,PSRE,subadult,1,summer,1,14,0,0,0,0,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,east_bay
BNPND019,usa,east_bay,PSRE,subadult,1,summer,1,14,5,5,69.2963000181667,57058.1080937193,194.029640050867,155186.394968479,1.13326371242076,1.50328664472588,69.5,57038.7307692308,69.1428571428572,56942.7472527473,0.0605732536079668,69.4919746045911,72.0760175382337,69.5000000001819,4553.32126395198,,,,,,,,,,,,,,,,,,,,0.765294576741189,0.517207898063791,1.08190696557474,0.307558744211414,2.03029312593379,east_bay
BNPND020,usa,east_bay,PSRE,subadult,1,summer,1,15,15,14,188.868844554893,101268.361162324,188.868844554893,101268.361162324,1.74955928069871,0.626977079773568,189.4,101244.4,188.4,101244.4,0.528343201325508,189.376668073036,186.297964835952,189.400000000227,5145.11615368409,185.593991380505,0.520549128202677,0.00275577292039016,184.406830436625,4.02850911904623,1.76140777644675,184.57512466829,0.639220759095784,131.441202006004,189.231584900448,0.00529467950469856,0.925296215655169,0.975118730422021,6.66133814775094e-16,0.917764777907737,0.9386,0.102641852716127,0.888403405230464,0.185943106699419,0.686380698526074,0.242500789358202,0.452581888199179,0.226576567460147,1.68490945533705,east_bay
CA-BN004,usa,east_bay,PSRE,subadult,1,summer,1,15,0,0,0,0,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,east_bay
CA-BN017,usa,east_bay,PSRE,subadult,1,summer,1,14,13,13,158.940904674619,75789.9503290347,171.167128111128,79838.658007076,1.64622034297189,0.693185399148721,159.357142857143,75762.2472527473,158.428571428571,75737.8021978022,0.386780507699264,159.299884880982,163.032135056697,159.35714285737,4439.82505502357,156.995607850968,0.473838253604711,0.00276758762701997,155.327362002957,3.79056242151062,1.84187154599909,156.173007521457,0.596920662226504,110.527683076978,161.708651350948,0.00584224325800034,0.906470551164769,0.97104876079966,9.90690862678889e-10,0.809167163197208,0.9852,0.0949178867283913,0.963741540696756,0.139558653649559,0.69774209811499,0.279176907552087,0.50575098710054,0.217686250166348,1.65076879305427,east_bay
CA-BN018,usa,east_bay,PSRE,subadult,1,summer,1,15,11,9,216.349088165613,259988.300973384,295.0214838622,338452.569753596,1.31534247244621,1.58493406519965,216.666666666667,260055.666666667,215.933333333333,259932.066666667,0.155124240721958,216.686938621933,141.184388460246,216.666666667121,10147.4671487658,126.724538960622,0.282879942687338,0.000958845230469612,124.214055750744,3.02868796923657,2.76391667508839,125.559071105191,0.384454498590098,84.364776835817,149.115059967471,0.00338958365665527,0.39081424393248,0.927983325982092,1.7530910922714e-05,0.674960781650584,0.206,0.206864227338286,0.35527325637154,0.371504990769672,0.775675029645231,0.514743041063567,0.957120804084822,0.29489526490756,1.97194712111532,east_bay
CA-MANZA,usa,east_bay,PSRE,subadult,1,summer,1,15,6,3,0.781698015924445,1.86267449366661,1.95424503981111,2.46575553581555,0.134415299890067,0.188543119904978,1,2.71428571428571,0.6,1.68571428571429,0.43709282971129,0.999979719275143,44.4927758624045,1.0000000016,51.5146100847161,,,,,,,,,,,,,,,,,,,,0.40461328905804,1.64340185474481,3.23040251198188,-0.095004009910116,0.803518703135215,east_bay
CA-MCCRY,usa,east_bay,PSRE,subadult,1,summer,1,15,3,2,4.49606889313333,145.491309454122,22.4803444656667,412.000101424818,0.820273370862915,1.46748478030031,4.66666666666667,152.809523809524,4.46666666666667,144.980952380952,0.0498110836682521,4.66873903381493,43.5690597241448,4.66666671258478,290.185604104686,,,,,,,,,,,,,,,,,,,,0.39337033084309,0.589996137264261,1.47682212434322,-0.044354300156606,0.902912571451267,east_bay
CA-MUD65,usa,east_bay,PSRE,subadult,1,summer,1,15,3,1,0.214796316911111,0.503954831098439,1.07398158455556,2.14356008493171,-0.569012200757224,1.30459252958112,0.333333333333333,0.666666666666667,0.133333333333333,0.266666666666667,0.299557873598622,0.333284758023906,25.7602753289526,0.333333336213349,26.5696418251372,,,,,,,,,,,,,,,,,,,,0.564739019347575,-0.878072285396107,-2.00731654871122,0.134570996113749,1.36323584241805,east_bay
CA-MUD66,usa,east_bay,PSRE,subadult,1,summer,1,14,1,0,0.00661080064285714,0.000611837591954406,0.092551209,,-1.03361790366851,,0.0714285714285714,0.0714285714285714,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,east_bay
CA-PIG,usa,east_bay,PSRE,subadult,1,summer,1,14,10,9,1693.13268429233,28172569.5912473,2370.38575800926,38909988.2534609,1.79210764169559,2.11535529059054,1693.57142857143,28173922.4175824,1692.85714285714,28172880.4395604,0.113399816182723,1692.05736307895,156.454590094,1693.57142857157,98251.8163462013,142.441781223165,0.160448052143451,6.76885825867438e-05,138.027649073504,4.12648034080897,3.17708331592913,139.589390430101,0.322776608121424,312.45109999386,177.416159759531,0.00042187226134865,0.979758519157592,0.983144798543247,3.81011024286337e-07,0.78946890227609,0.724,0.153401519956727,0.944075115442844,0.148866621395323,0.855720755995439,0.435440175572848,0.811572960059771,0.420211520739352,2.63154936147443,east_bay
CA-SF19,usa,east_bay,PSRE,subadult,1,summer,1,15,3,3,19.9238972380222,5680.16513294408,99.6194861901112,27852.3054960704,1.16383444707372,1.27246066058684,20.0666666666667,5702.92380952381,19.8666666666667,5668.69523809524,0.0350840591234793,20.059473485334,48.0505870266901,20.0666666691337,1561.37782439352,,,,,,,,,,,,,,,,,,,,0.645339877476741,0.378920682573344,0.969239210165178,0.224086277598456,1.67527565576498,east_bay
CA-SF25,usa,east_bay,PSRE,subadult,1,summer,1,15,0,0,0,0,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,east_bay
CA-SF31,usa,east_bay,PSRE,subadult,1,summer,1,14,7,5,10.719307118219,477.336021088755,21.4386142364381,766.119773804665,0.103860581180813,3.54039001845353,11.0714285714286,482.225274725275,10.5714285714286,470.571428571429,0.156916561315216,11.0680087796864,75.5443918209286,11.0714286094995,456.85844045426,,,,,,,,,,,,,,,,,,,,0.623168386034438,8.89829511099038,18.1165211498959,0.110951626175016,1.29107545936013,east_bay
CA-SF79,usa,east_bay,PSRE,subadult,1,summer,1,15,10,10,196.175873532222,194701.826848821,294.263810298334,270798.697301391,1.51472347652665,1.25415523731185,196.533333333333,194720.980952381,195.866666666667,194580.838095238,0.143501379191925,196.488815599949,137.959920664549,196.533333333788,8983.53591954241,122.203769971928,0.355291345006895,0.00120739055423326,120.026030636227,3.48777969705838,2.44631620087331,121.246355920882,0.435579043272123,113.938910239674,135.689533578662,0.00339831119315272,0.107087368183953,0.872568337558796,6.94225215713828e-06,0.726017956381022,0.0314,0.273544554234364,0.103020039777463,0.570385103107606,0.747205678984617,0.388853145744909,0.739336745595316,0.247586431236671,1.76842412613313,east_bay
CTTLMUD,usa,east_bay,PSRE,subadult,1,summer,1,15,14,14,3379.95692456429,47116018.5304869,3621.38241917602,49798780.2186636,2.35948698514006,1.56498014165197,3380.33333333333,47118075.3809524,3379.4,47117592.5428571,0.21506629134939,3382.00966058682,233.028766483356,3380.33333333333,139095.195488866,228.337983766605,0.283605569881053,7.83141731674896e-05,224.437647329435,5.43291955909697,2.77573347227475,226.430566207077,0.376715886897273,946.789658171099,259.44911123879,0.000276137641444543,0.191847436158265,0.915892958702974,0,0.973231569738302,0.7292,0.13036071531048,0.357589730534403,0.377951500167489,0.788124460904115,0.290551700274025,0.530196466935835,0.289734963717823,1.94865503385294,east_bay
FROG,usa,east_bay,PSRE,subadult,1,summer,1,15,7,5,5.64063220730222,192.475546294235,12.0870690156476,358.204660311152,0.567069582980809,0.678454312380717,5.86666666666667,194.980952380952,5.4,188.542857142857,0.172663611322269,5.86636160072483,70.3992578994966,5.86666669572218,289.739435340003,,,,,,,,,,,,,,,,,,,,0.64760187649662,0.754262515642729,1.45252612002057,0.194744614019903,1.56583001619054,east_bay
GDPND002,usa,east_bay,PSRE,subadult,1,summer,1,11,0,0,0,0,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,east_bay
GDPND004,usa,east_bay,PSRE,subadult,1,summer,1,14,0,0,0,0,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,east_bay
GDPND005,usa,east_bay,PSRE,subadult,1,summer,1,15,2,2,0.739864670644445,5.79654269777419,5.54898502983334,27.7801240092269,0.613958421760068,0.249781259763885,0.8,6.74285714285714,0.666666666666667,5.38095238095238,,,,,,,,,,,,,,,,,,,,,,,,,0.335821535751972,0.287803433844867,0.814031038881918,-0.0223464631286034,0.9498467407948,east_bay
GDPND006,usa,east_bay,PSRE,subadult,1,summer,1,13,3,1,1.31160849195385,19.1611034495212,5.68363679846667,77.6930892468759,0.249620508276872,0.677919808960092,1.38461538461538,19.4230769230769,1.15384615384615,17.3076923076923,0.0906847531898574,1.38430259027608,32.2182393400266,1.38461540269773,87.6285137965147,,,,,,,,,,,,,,,,,,,,0.597080653183964,1.27230656130646,3.29844235808518,0.190564877729274,1.55083244290945,east_bay
GDPND008,usa,east_bay,PSRE,subadult,1,summer,1,15,8,7,12.2767327880978,732.983375944251,23.0188739776833,1183.37018698159,0.954107480102302,0.559505927408851,12.5333333333333,733.695238095238,12,721.428571428571,0.19124495626418,12.5232007830838,90.2822216277807,12.5333333651656,522.707157763989,,,,,,,,,,,,,,,,,,,,0.610166876784922,0.385494660734329,0.783980111227708,0.174476236602304,1.49443226891224,east_bay
GDPND009,usa,east_bay,PSRE,subadult,1,summer,1,13,2,2,5.25651864512821,191.586383906265,34.1673711933334,323.420945814672,1.50123396193857,0.0576572223582743,5.30769230769231,193.897435897436,5.15384615384615,184.307692307692,,,,,,,,,,,,,,,,,,,,,,,,,0.186091917998477,0.0565501138926059,0.159947876041333,-0.278727494441946,0.526347428562937,east_bay
GDPND014,usa,east_bay,PSRE,subadult,1,summer,1,14,3,2,9.16875498055238,541.969633408186,42.7875232425778,1365.10687455584,1.12969823200417,1.36435270153442,9.28571428571429,551.912087912088,9.07142857142857,536.379120879121,0.0461348855173207,9.28444250222362,46.3900688959293,9.28571433984343,512.541693435969,,,,,,,,,,,,,,,,,,,,0.357338479614789,0.405174878319243,1.03395319249403,-0.0637338211935016,0.863507628879786,east_bay
HIDDEN,usa,east_bay,PSRE,subadult,1,summer,1,15,5,1,0.24328143524,0.431007690814441,0.729844305720001,1.06463299235728,-0.772653127584569,1.35673102409696,0.466666666666667,0.695238095238095,0.133333333333333,0.266666666666667,1.22235616063926,0.466667069143396,31.5046123444651,0.466666674013626,30.2534796671127,,,,,,,,,,,,,,,,,,,,0.608320175537543,-0.715071142125645,-1.50751732219339,0.150369736303665,1.41374061952005,east_bay
MUD46,usa,east_bay,PSRE,subadult,1,summer,1,10,2,1,0.5984658152,3.34721856697232,2.992329076,15.7985138242309,0.011580199388939,1.1312011059516,0.7,3.56666666666667,0.5,2.5,,,,,,,,,,,,,,,,,,,,,,,,,0.469627771648201,32.4719881522791,91.8446520843431,0.123298764693242,1.32830792786388,east_bay
MUD74,usa,east_bay,PSRE,subadult,1,summer,1,15,12,11,402.083677957227,2076398.28499955,502.604597446534,2587573.51588138,1.22010624240738,1.31359635962948,402.533333333333,2076794.55238095,401.733333333333,2076622.20952381,0.152225737685337,402.591408482406,149.443867640114,402.533333332424,28366.4541587971,140.911350265039,0.106499796321559,0.000211895786195804,127.725953915286,2.80939844563621,2.52669241347193,131.485203997585,0.358829077006613,62.794362711573,175.275290537471,0.00198963560039138,0.746588203173045,0.957428440095676,1.82031458428877e-06,0.702415194269017,0.6692,0.147268261221242,0.521505151771711,0.302218777383201,0.891087967010001,0.487232289688032,0.939362716615942,0.50521989184609,3.20051518336468,east_bay
MUDRS,usa,east_bay,PSRE,subadult,1,summer,1,15,0,0,0,0,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,east_bay
NTalkGCP,usa,east_bay,PSRE,subadult,1,summer,1,15,0,0,0,0,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,east_bay
PRNTH1,usa,east_bay,PSRE,subadult,1,summer,1,14,1,1,0.92653686011905,12.0185877442298,12.9715160416667,,1.11299073707506,,0.928571428571429,12.0714285714286,0.857142857142857,10.2857142857143,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,east_bay
PRNTH3,usa,east_bay,PSRE,subadult,1,summer,1,15,8,5,5.76492385513778,241.221355558065,10.8092322283833,420.128310387,0.468825712318573,0.565102099506323,5.93333333333333,242.495238095238,5.4,236.828571428571,0.204895052142555,5.93404169825328,72.7735578792206,5.93333336173799,311.513274542789,,,,,,,,,,,,,,,,,,,,0.714506600404737,0.841587459265631,1.60343750711621,0.277896126310803,1.89625232511385,east_bay
PRNTH4,usa,east_bay,PSRE,subadult,1,summer,1,11,0,0,0,0,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,east_bay
PRNTHIDK,usa,east_bay,PSRE,subadult,1,summer,1,14,12,10,465.718422068457,1651561.57061647,543.338159079867,1905837.74889287,1.57041314654134,1.55876408410672,466.142857142857,1651295.05494506,465.285714285714,1651151.75824176,0.199465755450728,466.041102816059,163.0571359041,466.142857142857,22785.0008186859,153.77843634808,0.168983013251857,0.000311008918530637,149.138123626436,3.61600990106795,2.75240034446114,149.678285205892,0.399176441099202,142.166662436481,177.145565284048,0.00184047445092662,0.8095737859084,0.961827814702582,1.83654831009683e-07,0.748583320441008,0.332,0.180249355425395,0.489650113985819,0.318448698813064,0.834162412690222,0.418244341077955,0.795016739429739,0.404972755421191,2.54081330780739,east_bay
PRNTHOWL,usa,east_bay,PSRE,subadult,1,summer,1,14,1,0,0.0471248133095238,0.0310904724124046,0.659747386333333,,-0.180622321613043,,0.0714285714285714,0.0714285714285714,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,east_bay
PRPND002,usa,east_bay,PSRE,subadult,1,summer,1,15,0,0,0,0,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,east_bay
PRPND007,usa,east_bay,PSRE,subadult,1,summer,1,15,2,2,2.62790454773333,48.25359399517,19.709284108,2.22679051262059,1.29404756710845,0.0010832711319679,2.66666666666667,49.6666666666667,2.53333333333333,44.8380952380952,,,,,,,,,,,,,,,,,,,,,,,,,0.0267684877987274,0.00899235307819857,0.0254342153616717,-1.12083116872084,0.0757127169783581,east_bay
PRPND008,usa,east_bay,PSRE,subadult,1,summer,1,15,11,6,51.2842928370578,16396.3166080293,69.9331265959879,21520.2548738971,0.580049578900713,1.55996424416994,51.6666666666667,16404.9523809524,50.9333333333333,16375.6380952381,0.174856267197151,51.6574373669428,110.813207103873,51.6666666684857,2706.34295455217,90.8560938197657,0.244743147711013,0.00349819950753647,86.7917387532876,1.33561351357426,2.74205819820515,88.7686527711558,0.369292856344233,15.5986617965528,117.44586792384,0.0142993749779496,0.649796290412403,0.950456809617279,0.0219123247553614,0.432416723639371,0.582,0.161607145143419,0.665167678285491,0.251907045333896,0.806126277208929,1.15696278648226,2.15323884585357,0.321740760011237,2.0976873538184,east_bay
PRPND010,usa,east_bay,PSRE,subadult,1,summer,1,14,11,11,1406.45155271538,5283804.02481173,1790.02924891048,6113668.40729442,2.70944637844187,0.63517871325983,1406.85714285714,5284277.20879121,1406.07142857143,5283628.07142857,0.213709080817059,1407.45461367123,202.558919334036,1406.85714285896,40889.9868666884,186.370586606915,0.576515595602992,0.00032207048904586,184.776690359689,6.23873084126696,1.74971499488252,185.789428318851,0.62177613304484,1239.01398239608,188.779719255245,0.000558650089437733,0.434615578496189,0.932302750605081,0,0.999860675877711,0.7404,0.144314127477578,0.521540893109829,0.299794418067195,0.654599056663435,0.159816520287392,0.294149020866574,0.140290812528966,1.38130890787971,east_bay
PRPND014,usa,east_bay,PSRE,subadult,1,summer,1,13,11,9,100.371480512887,116081.817715672,118.620840606139,136916.951380542,0.764825070526813,0.887663042214268,100.692307692308,116026.564102564,99.8461538461538,115993.141025641,0.190091525409537,100.770107568826,110.146794644478,100.692307692762,5921.01593711154,100.76223663619,0.237484539032439,0.00200241444367284,89.9498015686129,1.76107480614316,2.06844232263124,95.3076377709831,0.390976916759241,18.4084838166137,129.070508244502,0.00843022183056956,0.063758508629107,0.863416797363939,0.00161956400797358,0.538973688054216,0.0966,0.232157614441529,0.115717439505255,0.557204478332832,0.883782247073741,0.604931716661535,1.23186170305642,0.494067612909638,3.11937518458948,east_bay
PRPND015,usa,east_bay,PSRE,subadult,1,summer,1,15,0,0,0,0,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,east_bay
RLSNKGCP,usa,east_bay,PSRE,subadult,1,summer,1,15,0,0,0,0,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,east_bay
RONJrGCP,usa,east_bay,PSRE,subadult,1,summer,1,15,1,1,0.397427527066667,2.36922958905489,5.961412906,,0.775349203457891,,0.4,2.4,0.333333333333333,1.66666666666667,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,east_bay
SF37,usa,east_bay,PSRE,subadult,1,summer,1,16,7,7,19.2958436863666,2138.43287530333,44.104785568838,4069.52361602279,1.07616583768112,0.67475243028012,19.5,2154.13333333333,19.0625,2130.99583333333,0.11288161280205,19.491363636038,88.357803983525,19.5000000140403,1060.40491399767,,,,,,,,,,,,,,,,,,,,0.645850270354019,0.39542545553396,0.76329607161362,0.160286071607227,1.44639220167095,east_bay
SF40,usa,east_bay,PSRE,subadult,1,summer,1,15,6,4,28.3602347713022,7464.31510857044,70.9005869282555,17280.719180722,0.598391916564499,2.23383400993671,28.6,7459.97142857143,28.2,7423.45714285714,0.0826466545046841,28.600596646989,75.4161743576682,28.6000000061391,1781.25497365854,,,,,,,,,,,,,,,,,,,,0.748915947861421,1.29368001657502,2.49769687910639,0.268131076021209,1.8540911290672,east_bay
SF41,usa,east_bay,PSRE,subadult,1,summer,1,15,4,3,42.5027417575645,18209.9105820706,159.385281590867,60140.4406838139,0.93360229469872,4.33460944438346,42.6,18210.2571428571,42.3333333333333,18143.5238095238,0.0454920440954889,42.5843474739215,64.5549556551728,42.6000000028422,2789.27497644738,,,,,,,,,,,,,,,,,,,,0.650110145333233,1.01747858524567,2.23004217179556,0.187135088996507,1.53863316373688,east_bay
TGIF,usa,east_bay,PSRE,subadult,1,summer,1,15,13,10,81.1736234719645,50402.8189048625,93.6618732368821,57536.143117038,0.829888671388972,1.25422009777539,81.6,50421.8285714286,80.7333333333333,50398.6380952381,0.227348559374038,81.6626924692467,132.817233605071,81.6000000006821,4208.99081163828,119.723252559576,0.267435435992907,0.00285593234261893,114.164492877118,1.91088928358488,2.47754478339145,116.773500253645,0.401963246596241,24.3347005386298,146.031971302679,0.0106767029729407,0.54268374510109,0.94624859433945,0.00643745394378403,0.449685593009357,0.588,0.150818032739115,0.50162202934304,0.317365513435904,0.828369622415965,0.730780404566424,1.3494818308011,0.408407533577592,2.56098794146985,east_bay
VPPND005,usa,east_bay,PSRE,subadult,1,summer,1,10,1,1,3.01758805933333,91.0583769583109,30.1758805933333,,1.47965995254719,,3.1,96.1,3,90,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,east_bay
