site,location,region,species,life_stage,temporal_group,season,year,N,num_infected,num_infected_discrete,mean_natural_with_zeros,var_natural_with_zeros,mean_natural_without_zeros,var_natural_without_zeros,mean_log10_without_zeros,var_log10_without_zeros,mean_discrete_ceiling_with_zeros,var_discrete_ceiling_with_zeros,mean_discrete_floor_with_zeros,var_discrete_floor_with_zeros,nbd_k,nbd_mu,nbd_aic,pois_lam,pois_aic,gamma_aic,gamma_shape,gamma_rate,lnorm_aic,lnorm_meanlog,lnorm_sdlog,weibull_aic,weibull_shape,weibull_scale,exp_aic,exp_rate,norm_gof_pvalue_sw,norm_gof_statistic_sw,norm_gof_pvalue_ks,norm_gof_statistic_ks,norm_gof_pvalue_kslc,norm_gof_statistic_kslc,norm_gof_pvalue_ad,norm_gof_statistic_ad,poulin_D,poulin_D_log,cv_log,log_cv,cv,dataset,prev,phase,site_id
10102,Southern Sierra,california,ramu,adult,5,summer,5,10,0,0,0,0,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sierra_nevada,0,"invasion
(Southern Sierra)",10102
10222,Southern Sierra,california,ramu,adult,5,summer,5,10,6,6,110.4,17945.6,184,16051.2,2.20000873763135,0.0589728368077309,110.4,17945.6,110.4,17945.6,0.190829630742376,110.425135147678,100.174489716069,110.400000000284,1534.07346887442,,,,,,,,,,,,,,,,,,,,0.297101449275362,0.0526406060292566,0.110382850255274,-0.162064069938253,0.688550709385362,sierra_nevada,0.6,"post-invasion
(Southern Sierra)",10222
10223,Southern Sierra,california,ramu,adult,5,summer,5,15,14,14,3660.8,21391806.1714286,3922.28571428571,21932814.0659341,3.2380353020662,0.464629975410611,3660.8,21391806.1714286,3660.8,21391806.1714286,0.462119325911129,3660.04848123028,272.833384298039,3660.8,69932.5039586564,262.690744232955,0.755385734239902,0.000192588146113029,264.078331478354,7.45585181712611,1.51243583696525,262.62539763062,0.81396064547471,3505.64649350738,261.684035890507,0.00025495337995338,0.591412188210097,0.951952554544609,0,0.999945849781315,0.8902,0.114832732131312,0.593990169999537,0.277989549814349,0.56943056943057,0.111866514901452,0.210509661591817,0.077007952313255,1.1940099676349,sierra_nevada,0.933333333333333,"post-invasion
(Southern Sierra)",10223
12503,Southern Sierra,california,ramu,adult,5,summer,5,10,0,0,0,0,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sierra_nevada,0,"invasion
(Southern Sierra)",12503
50183,Southern Sierra,california,ramu,adult,5,summer,5,17,2,2,8.47058823529412,643.764705882353,72,1152,1.83175623520758,0.0453095291447283,8.47058823529412,643.764705882353,8.47058823529412,643.764705882353,,,,,,,,,,,,,,,,,,,,,,,,,0.166666666666667,0.0410848875355224,0.116205610322618,-0.326606256887672,0.471404520791032,sierra_nevada,0.117647058823529,"invasion
(Southern Sierra)",50183
70278,Northern Sierra,california,ramu,adult,5,summer,5,10,4,4,868.8,5393126.4,2172,12405312,2.77570434212728,0.801421065409148,868.8,5393126.4,868.8,5393126.4,0.0583063258141799,868.556061545097,87.011011730308,868.8,30840.7911077003,,,,,,,,,,,,,,,,,,,,0.642265193370166,0.150316136514261,0.322520386865583,0.209944024821178,1.62160107959801,sierra_nevada,0.4,"enzootic
(Northern Sierra)",70278
70439,Northern Sierra,california,ramu,adult,5,summer,5,20,14,14,6950.4,147636827.621053,9929.14285714286,183925433.67033,3.49728334561637,0.668628578703289,6950.4,147636827.621053,6950.4,147636827.621053,0.142838754300813,6952.79770969938,317.272009458015,6950.4,298661.598459415,285.275784145483,0.57725328505416,5.81372726084703e-05,285.888493853738,8.0527924975926,1.81432804906045,285.110357126723,0.661847932692673,7477.02768265425,287.690424174351,0.000100713627992634,0.336007108703783,0.933001411928922,1.38311584407802e-12,0.999997494756954,0.221,0.182058538115057,0.292842710028686,0.412423422938355,0.621694948697711,0.125701803135504,0.233809228010537,0.135409135138097,1.36586927305579,sierra_nevada,0.7,"enzootic
(Northern Sierra)",70439
70505,Northern Sierra,california,ramu,adult,5,summer,5,68,56,56,28467.5294117647,5985156805.50659,34567.7142857143,7076305761.66234,3.70652072002478,0.807582988533057,28467.5294117647,5985156805.50659,28467.5294117647,5985156805.50659,0.174876149932036,28469.3439471922,1288.49661368367,28467.5294117647,6272689.99476694,1238.52662187571,0.17193333004889,4.97381251846161e-06,1199.22887164906,8.53457935680262,2.0506738859836,1208.51402436098,0.495364126514462,15008.4158908777,1284.47564617705,2.89287278798549e-05,0.708890343001648,0.984955631100523,0,0.999997494756954,0.9696,0.0524522720408121,0.942702635337908,0.161966632779674,0.811343219873682,0.136442022046958,0.242452769195155,0.386232631363015,2.433507176677,sierra_nevada,0.823529411764706,"enzootic
(Northern Sierra)",70505
70550,Northern Sierra,california,ramu,adult,5,summer,5,20,18,18,11004,526009475.368421,12226.6666666667,572064444.235294,3.34551436485478,0.79776056915946,11004,526009475.368421,11004,526009475.368421,0.25402340206782,11004.9212739167,375.284624523983,11004.0000000291,551254.414905595,363.606296197787,0.276690834101534,2.26301118403654e-05,357.330996178405,7.70333150491205,1.99866579555924,359.924051042124,0.519250904783745,6129.81451675911,376.809486957283,8.17884405670665e-05,0.578033646722439,0.958768317467296,2.22044604925031e-16,0.999997494756954,0.3876,0.144962555139355,0.550412910504198,0.29768286174922,0.758936144432328,0.148108742550896,0.266976714601392,0.2914144055791,1.95620518451571,sierra_nevada,0.9,"enzootic
(Northern Sierra)",70550
70563,Northern Sierra,california,ramu,adult,5,summer,5,115,84,84,37707.547826087,51423446422.6709,51623.4285714286,69902753159.3804,3.26438556778056,0.840034535552428,37707.547826087,51423446422.6709,37707.547826087,51423446422.6709,0.104311511539923,37639.3337870795,1837.16821476959,37707.547826087,27395938.3642927,1859.26480180786,0.0385834095052375,7.47401142716659e-07,1629.62718505048,7.51652554615641,2.09779797784914,1667.01062015464,0.390087042123941,5529.3960946212,1993.09078960496,1.93710496895097e-05,0.00113431932310183,0.943842950270555,0,0.999945849781315,0.0202,0.106148588768362,0.00560442244112587,1.12847246817624,0.941090002377236,0.151001198756862,0.280767685206114,0.70940029566221,5.1215367769215,sierra_nevada,0.730434782608696,"enzootic
(Northern Sierra)",70563
70619,Northern Sierra,california,ramu,adult,5,summer,5,26,25,25,14108.3076923077,691723638.941538,14672.64,711920202.24,3.64348464672341,0.611216595096611,14108.3076923077,691723638.941538,14108.3076923077,691723638.941538,0.41381383196931,14106.4802076313,534.095415728381,14108.3076923077,691724.127958815,528.61334886433,0.315002480691508,2.14686982500428e-05,522.792073518647,8.38943343409799,1.76379811379033,522.889910479409,0.643762332067089,10308.9296637031,531.686990702327,6.81540608915642e-05,0.295349824465511,0.953181216027141,3.33066907387547e-16,0.999999664912995,0.0396,0.175604321957837,0.161605357544922,0.527006974256086,0.67623135304894,0.118057470139766,0.214575742907634,0.259707396511779,1.81847525820907,sierra_nevada,0.961538461538461,"enzootic
(Northern Sierra)",70619
70736,Northern Sierra,california,ramu,adult,5,summer,5,150,94,94,3739.84,78687041.0480537,5967.82978723404,112629250.723404,3.08869219848714,0.769668790894154,3739.84,78687041.0480537,3739.84,78687041.0480537,0.109432694929613,3740.60248156196,1976.14282174276,3739.84,1687895.00139182,1758.26578253147,0.319614567666794,5.35562472559942e-05,1738.99606018525,7.1119766130835,2.00930180595426,1745.81795214715,0.543693741011877,3333.55640061416,1824.49806066736,0.000167565100824278,0.00308542446973491,0.955990600752117,0,0.999945849781315,0.0172,0.100207975814052,0.0104230310990108,1.02104670440593,0.735444365352301,0.162499931109002,0.284038563300965,0.25000916965322,1.77831695686105,sierra_nevada,0.626666666666667,"enzootic
(Northern Sierra)",70736
71962,Northern Sierra,california,ramu,adult,5,summer,5,10,5,5,1728,6861312,3456,7972992,3.25238297287368,0.502926188871098,1728,6861312,1728,6861312,0.0838335727033848,1727.49811429885,115.304404706509,1727.99999999818,35923.6548846307,,,,,,,,,,,,,,,,,,,,0.396666666666667,0.10114676200387,0.218047166213747,-0.0877630696428811,0.817027981296982,sierra_nevada,0.5,"enzootic
(Northern Sierra)",71962
72953,Northern Sierra,california,ramu,adult,5,summer,5,19,12,12,73543.5789473684,66344669763.3684,116444,103114372381.091,3.64358084898402,1.61590930417739,73543.5789473684,66344669763.3684,73543.5789473684,66344669763.3684,0.0772144975461292,73617.8622139889,293.646214723715,73543.5789473684,6279910.84586016,271.752013207327,0.143451003063819,1.23193125505667e-06,264.137659729184,8.3896549479892,2.8023985463609,266.643847137024,0.351981596277116,18717.7091046044,305.963977993418,8.58781903747724e-06,0.60061308588579,0.947488914916284,7.551181901988e-11,0.999997494756954,0.6796,0.145504972741637,0.62030525806267,0.266668075269353,0.864429826068039,0.187448096902143,0.348883218460194,0.440542485772518,2.7576712141466,sierra_nevada,0.631578947368421,"enzootic
(Northern Sierra)",72953
72990,Northern Sierra,california,ramu,adult,5,summer,5,10,7,7,864,2427392,1234.28571428571,3107876.57142857,2.69705130905521,0.446509786393965,864,2427392,864,2427392,0.178731470283872,863.774213868872,132.309052908027,864.000000000182,18264.4497778539,,,,,,,,,,,,,,,,,,,,0.612698412698413,0.127011372485721,0.247757198941211,0.154816178820537,1.42828928724746,sierra_nevada,0.7,"enzootic
(Northern Sierra)",72990
72996,Northern Sierra,california,ramu,adult,5,summer,5,225,186,186,18469.76,3536665218.10286,22342.4516129032,4195239350.32467,3.50396735505531,0.821792401636271,18469.76,3536665218.10286,18469.76,3536665218.10286,0.179284356580369,18468.5346084604,4089.19290346645,18469.76,14167179.9506812,3999.30371533459,0.11963165870671,5.35445531132406e-06,3805.96083227181,8.06818299808814,2.08173834329094,3833.27168005093,0.491570017901749,9105.02758934985,4099.29869641072,4.47578456171963e-05,0.139881341357536,0.988559942558557,0,0.999945849781315,0.0514,0.0654275734735369,0.274221106730408,0.449339617948198,0.816001754172214,0.146947470518608,0.25871464256292,0.462247545747606,2.89899553024408,sierra_nevada,0.826666666666667,"enzootic
(Northern Sierra)",72996
70439,Northern Sierra,california,ramu,subadult,5,summer,5,29,27,27,54903.724137931,8351152468.49261,58970.6666666667,8744494257.23077,3.94953969628693,1.31352894640457,54903.724137931,8351152468.49261,54903.724137931,8351152468.49261,0.258911978216434,54948.9917854904,634.696110310264,54903.724137931,3176295.08761166,620.527879084918,0.412978834584797,7.00312304283707e-06,623.088979262131,9.09415122885853,2.58964542556489,620.358302967824,0.480942151050712,30223.0110057556,649.17895290216,1.69575834313105e-05,0.0726966876833369,0.930895747404852,0,0.999945849781315,0.0998,0.152985168298995,0.100666504497919,0.611198208873216,0.695821986407136,0.160233064488984,0.290183918360185,0.200231310908226,1.58573755209541,sierra_nevada,0.931034482758621,"enzootic
(Northern Sierra)",70439
10101,Southern Sierra,california,ramu,adult,6,summer,6,10,0,0,0,0,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sierra_nevada,0,"invasion
(Southern Sierra)",10101
10218,Southern Sierra,california,ramu,adult,6,summer,6,10,9,9,145824,55111498240,162026.666666667,59047013440,3.93353345024626,2.08897661101899,145824,55111498240,145824,55111498240,0.172923140571748,145799.930298587,219.691964774402,145823.999999884,3319015.61088576,,,,,,,,,,,,,,,,,,,,0.690505449491625,0.193182729626002,0.36743789215025,0.176012470621566,1.49972789907178,sierra_nevada,0.9,"post-invasion
(Southern Sierra)",10218
10219,Southern Sierra,california,ramu,adult,6,summer,6,14,10,10,231490.285714286,462370346647.912,324086.4,634524788121.6,3.76047174281022,2.71878651263822,231490.285714286,462370346647.912,231490.285714286,462370346647.912,0.085956115691937,231203.828219165,248.537800899737,231490.285714286,12659499.4443303,234.160651401041,0.18392065759933,5.67505015944297e-07,231.183794421883,8.65880617762014,3.60184066370733,232.555167085035,0.292976645729396,38704.8575364775,275.775308517838,3.08559692723916e-06,0.204138352137665,0.897214003906487,4.12272038730066e-09,0.999997494756954,0.299,0.202197779524815,0.251237128120091,0.425480164510093,0.841298616665186,0.233383945448045,0.43847539074408,0.390563489748982,2.45789592610786,sierra_nevada,0.714285714285714,"post-invasion
(Southern Sierra)",10219
11469,Southern Sierra,california,ramu,adult,6,summer,6,15,11,11,53948.8,41897746110.1714,73566.5454545455,57069313815.2727,2.86563133471148,1.46037254431828,53948.8,41897746110.1714,53948.8,41897746110.1714,0.0900614996716758,53946.8835644616,226.697004580741,53948.8000002328,4200455.19405878,215.810547196864,0.104315960244367,1.41798095316057e-06,201.846476676853,6.59835999332327,2.6530850709925,207.561916654389,0.298896170727207,3273.63121145127,270.530804430357,1.35931352195662e-05,0.00997248804572636,0.801925588880407,5.59224444529605e-10,0.999945849781315,0.011,0.287909107828118,0.0130540059276,0.910736450969672,0.903170143813124,0.197338907015745,0.421707681942285,0.511520962499218,3.24728915784775,sierra_nevada,0.733333333333333,"post-invasion
(Southern Sierra)",11469
11493,Southern Sierra,california,ramu,adult,6,summer,6,11,8,8,580.363636363636,2541521.45454545,798,3432260.57142857,2.24481755117926,0.474640348712358,580.363636363636,2541521.45454545,580.363636363636,2541521.45454545,0.177035146101461,580.381679650932,133.94531789351,580.363636363636,21697.2455330618,,,,,,,,,,,,,,,,,,,,0.769736842105263,0.145270479125773,0.306903101932307,0.365787234315376,2.32159914053065,sierra_nevada,0.727272727272727,"post-invasion
(Southern Sierra)",11493
50133,Southern Sierra,california,ramu,adult,6,summer,6,10,2,2,14.4,1049.6,72,1152,1.83175623520758,0.0453095291447283,14.4,1049.6,14.4,1049.6,,,,,,,,,,,,,,,,,,,,,,,,,0.166666666666667,0.0410848875355224,0.116205610322618,-0.326606256887672,0.471404520791032,sierra_nevada,0.2,"invasion
(Southern Sierra)",50133
50183,Southern Sierra,california,ramu,adult,6,summer,6,14,1,1,6.85714285714286,658.285714285714,96,,1.98227123303957,,6.85714285714286,658.285714285714,6.85714285714286,658.285714285714,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,sierra_nevada,0.0714285714285714,"invasion
(Southern Sierra)",50183
70439,Northern Sierra,california,ramu,adult,6,summer,6,27,23,23,160613.333333333,152603346077.538,188546.086956522,174843406180.174,4.24209324905514,1.23055291147808,160613.333333333,152603346077.538,160613.333333333,152603346077.538,0.164183294312868,160503.092824043,590.407184997,160613.333333427,13402239.8354978,568.643801787434,0.212564601952656,1.12738803219858e-06,560.703848242338,9.76778067836505,2.49811977500823,563.187959188357,0.423924089535058,61043.6187409288,606.766496459735,5.30374305901452e-06,0.407151849109586,0.957087476302267,0,0.999945849781315,0.2558,0.142675983185964,0.237812056190804,0.459852598296315,0.808517109534225,0.142503997521727,0.261498941501647,0.345907105680433,2.21772200481303,sierra_nevada,0.851851851851852,"enzootic
(Northern Sierra)",70439
70505,Northern Sierra,california,ramu,adult,6,summer,6,10,9,9,2812.8,30471270.4,3125.33333333333,33181312,3.1271904877375,0.270331904066593,2812.8,30471270.4,2812.8,30471270.4,0.382834895996414,2813.84618900429,174.963179548512,2812.8,56986.3668933194,,,,,,,,,,,,,,,,,,,,0.653773227152067,0.0812375429804136,0.166262503373844,0.265550433132964,1.84310651019943,sierra_nevada,0.9,"enzootic
(Northern Sierra)",70505
70550,Northern Sierra,california,ramu,adult,6,summer,6,12,10,10,8008,245288797.090909,9609.6,282696601.6,3.39943543264593,0.851574403265129,8008,245288797.090909,8008,245288797.090909,0.221982033755086,8005.2652320362,215.310193620005,8007.99999999273,206664.430304807,202.852027671384,0.36295060435562,3.77695850353418e-05,202.94891741218,7.82748935180628,2.0158037224995,201.980273174129,0.606252052742777,6435.91450728557,205.41035755578,0.000104062604062604,0.496948793341147,0.934821209278147,0,0.999945849781315,0.4158,0.186163763335723,0.32823281643295,0.381199499748638,0.664835164835165,0.14063201813724,0.271459161102678,0.242954983334577,1.74966531818642,sierra_nevada,0.833333333333333,"enzootic
(Northern Sierra)",70550
70563,Northern Sierra,california,ramu,adult,6,summer,6,68,53,53,2286.35294117647,41549435.3362599,2933.43396226415,51600176.6734398,2.84720694290203,0.584576456799457,2286.35294117647,41549435.3362599,2286.35294117647,41549435.3362599,0.192958746237959,2285.4051922201,1002.84163850367,2286.35294117647,456220.796656702,954.379786971309,0.169970663184795,5.79425565297555e-05,908.28062523213,6.55593626339537,1.7438137028885,916.336009476285,0.584687346598222,1695.39951024206,954.296475751872,0.000340897396315735,0.156076501439024,0.967433650430694,0,0.999945849781315,0.6778,0.0738640359136858,0.359288183615943,0.395741210151463,0.75105873580828,0.152067693025761,0.268535450139838,0.388949278518637,2.44877723116036,sierra_nevada,0.779411764705882,"enzootic
(Northern Sierra)",70563
70736,Northern Sierra,california,ramu,adult,6,summer,6,134,91,91,3262.92537313433,101811628.069577,4804.74725274725,142964585.213187,3.00782784670914,0.595994557078778,3262.92537313433,101811628.069577,3262.92537313433,101811628.069577,0.131624617053625,3261.32657292477,1848.48854682846,3262.92537313433,1519727.02946594,1710.56526009262,0.163271923266911,3.39813760595951e-05,1626.43240255385,6.92577956212485,1.767817358682,1643.53459225672,0.559817115896366,2496.4054869651,1726.87946888272,0.000208127492955685,0.0953823639000922,0.976300377560795,0,0.999945849781315,0.5342,0.0618280149022468,0.369727787313402,0.392989006575377,0.781562492837057,0.144447643554053,0.256665898715124,0.395943687157706,2.48853462124316,sierra_nevada,0.67910447761194,"enzootic
(Northern Sierra)",70736
72554,Northern Sierra,california,ramu,adult,6,summer,6,17,11,11,618.352941176471,1215902.11764706,955.636363636364,1590891.05454545,2.6522936043027,0.350681919776189,618.352941176471,1215902.11764706,618.352941176471,1215902.11764706,0.157746029207925,618.117206190519,205.95388984922,618.352941176471,22163.9378686444,176.860876857864,0.631447981673118,0.000660761776864945,175.347214833131,6.10713171551084,1.30009783122807,176.25500005667,0.831412151939886,857.489741613411,174.972304294372,0.00104642313546423,0.973995272966442,0.98151514410819,5.59224444529605e-10,0.999945849781315,0.9062,0.125040699420727,0.94323397515203,0.150827581441421,0.587795765877958,0.121101120374375,0.223272425157571,0.120527552863307,1.31985904462062,sierra_nevada,0.647058823529412,"enzootic
(Northern Sierra)",72554
72996,Northern Sierra,california,ramu,adult,6,summer,6,159,126,126,6243.01886792453,413123289.664199,7878.09523809524,509203500.470857,3.20493487190396,0.588874325491448,6243.01886792453,413123289.664199,6243.01886792453,413123289.664199,0.182388608485196,6243.02683785074,2596.71561380711,6243.01886780811,3280276.2757099,2522.29525294803,0.122860309481952,1.55951795159635e-05,2363.69042932003,7.37963526006283,1.75993542270607,2390.73469770257,0.553017785313545,3954.86608190248,2514.90404100985,0.000126934235976789,0.135940284796678,0.983737183387138,0,0.999945849781315,0.048,0.0801419428245141,0.134073111309724,0.57327561128929,0.791272911485677,0.135190518610919,0.239437462514425,0.45702446357399,2.86433931205135,sierra_nevada,0.792452830188679,"enzootic
(Northern Sierra)",72996
10222,Southern Sierra,california,ramu,larva,6,summer,6,92,91,91,209754.782608696,53224594291.9522,212059.78021978,53321750305.1956,5.05368538477308,0.363296587734462,209754.782608696,53224594291.9522,209754.782608696,53224594291.9522,0.788353645387514,209631.535684655,2439.02362381323,209754.782608696,18254489.0321809,2418.22530416756,0.85272913164619,4.02117332557081e-06,2438.74482631581,11.6365406316604,1.3802155202177,2417.74613666072,0.949939504815981,207197.316459767,2416.16147628536,4.71565140246582e-06,7.58579309040306e-06,0.906968754363035,3.33066907387547e-16,0.999999926984716,0.0022,0.123153519772604,0.000161923175276882,1.75074133052932,0.516548406944646,0.0619256776797781,0.119267593870334,0.0369938914567532,1.08891477715958,sierra_nevada,0.989130434782609,"post-invasion
(Southern Sierra)",10222
10230,Southern Sierra,california,ramu,larva,6,summer,6,15,14,14,70000,6180382793.14286,75000,6251950700.30769,4.68641129600219,0.181504038527361,70000,6180382793.14286,70000,6180382793.14286,0.522167734467084,69984.9134172212,363.821629434346,70000.0000000291,993082.424984046,346.439999297527,0.968928355016327,1.2919044733551e-05,344.299094655707,10.7908607898136,0.945293111982481,346.084349795473,1.09999987404738,78089.6941761679,344.306814990517,1.33333333333333e-05,0.914553784085632,0.97304779446386,0,1,0.9904,0.0899060674708472,0.93821017913867,0.156843003730204,0.482550204081633,0.0497710432726873,0.0909081343675636,0.0229465089763128,1.05425703804951,sierra_nevada,0.933333333333333,"post-invasion
(Southern Sierra)",10230
11348,Southern Sierra,california,ramu,larva,6,summer,6,10,1,1,235.2,553190.4,2352,,3.3714373174041,,235.2,553190.4,235.2,553190.4,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,sierra_nevada,0.1,"invasion
(Southern Sierra)",11348
11491,Southern Sierra,california,ramu,larva,6,summer,6,141,123,123,31629.2765957447,2486272361.90152,36257.9512195122,2683897547.89924,3.92459901233277,1.03122832896722,31629.2765957447,2486272361.90152,31629.2765957447,2486272361.90152,0.234888911544256,31654.2825443319,2886.52806888619,31629.2765957447,8030604.7550954,2755.60462198785,0.493839549650654,1.36201724874321e-05,2784.04300543344,9.03672318177658,2.32873711983646,2759.15271162065,0.574405416742633,24243.4114119886,2830.60983913338,2.7580157354888e-05,2.37933309848339e-07,0.903947407325146,0,0.999945849781315,2e-04,0.163567772253315,5.87270758038414e-11,4.38923214246587,0.646248490447148,0.141697211106137,0.258751053866491,0.154979706426779,1.42882719117258,sierra_nevada,0.872340425531915,"post-invasion
(Southern Sierra)",11491
11493,Southern Sierra,california,ramu,larva,6,summer,6,140,115,115,31812.3428571429,4769762343.93916,38728.0695652174,5545580702.87231,3.64296721125247,1.26902462507223,31812.3428571429,4769762343.93916,31812.3428571429,4769762343.93916,0.163929318992532,31821.8926467848,2620.7093885818,31812.3428571429,11682530.25107,2489.12741939113,0.272833477603607,7.04485094833246e-06,2477.87319894287,8.38824199489603,2.58258258986181,2481.6591411213,0.438813384891648,15765.99202253,2661.7935834099,2.58210649595126e-05,2.35049315150098e-05,0.933462664012413,0,0.999945849781315,2e-04,0.151212998062169,1.8815695119855e-07,2.94813308438162,0.746245076328044,0.176068781080963,0.309228677027764,0.283947665170168,1.9228599999366,sierra_nevada,0.821428571428571,"post-invasion
(Southern Sierra)",11493
11495,Southern Sierra,california,ramu,larva,6,summer,6,76,75,75,129610.736842105,7447706763.18316,131338.88,7318311867.91784,5.02390043092678,0.097558225277437,129610.736842105,7447706763.18316,129610.736842105,7447706763.18316,1.55269385044061,129572.994606289,1937.87187631783,129610.736841989,4024298.44880015,1894.89111424575,2.38894003027772,1.81891305170085e-05,1901.58471411713,11.5679582409384,0.71438588077915,1896.8847445262,1.63622672572519,147318.291653041,1919.8304198334,7.61389163665778e-06,0.00565336231542852,0.950991532886317,0,1,0.0546,0.100820852174215,0.0358591678840209,0.803365331208397,0.338866663093214,0.0332830676600894,0.0621714393747808,-0.186187852051198,0.651346596189858,sierra_nevada,0.986842105263158,"post-invasion
(Southern Sierra)",11495
11526,Southern Sierra,california,ramu,larva,6,summer,6,13,2,2,14.7692307692308,1683.69230769231,96,4608,1.91980186473542,0.113822345852633,14.7692307692308,1683.69230769231,14.7692307692308,1683.69230769231,,,,,,,,,,,,,,,,,,,,,,,,,0.25,0.0621315750708235,0.175734632233521,-0.150514997831991,0.707106781186548,sierra_nevada,0.153846153846154,"invasion
(Southern Sierra)",11526
70550,Northern Sierra,california,ramu,larva,6,summer,6,23,23,23,71092.1739130435,10495580002.1502,71092.1739130435,10495580002.1502,4.13244673175687,1.35543293350456,71092.1739130435,10495580002.1502,71092.1739130435,10495580002.1502,0.397656728222095,71121.5961756171,544.0973254833,71092.1739130435,2483762.82675698,545.134926893494,0.503433719825961,7.08142249865276e-06,551.313326570606,9.51531024213533,2.62181550770865,545.887232622118,0.527593245252494,44371.4215248848,561.89969675658,1.40662459024414e-05,0.00421051529852304,0.860322965846151,0,0.999997494756954,0.005,0.221870162772209,0.00153355088751695,1.31915518120884,0.640080664203345,0.149073152032087,0.281729129076762,0.158681427053204,1.44105788822267,sierra_nevada,1,"enzootic
(Northern Sierra)",70550
70563,Northern Sierra,california,ramu,larva,6,summer,6,16,16,16,69585,18642038083.2,69585,18642038083.2,4.15002483382571,0.771880173791383,69585,18642038083.2,69585,18642038083.2,0.411055119391101,69554.9070891952,380.210284753002,69585,2518290.65619192,381.912573192708,0.277055385089817,3.98153891053843e-06,376.704769844982,9.55578531792216,1.95873764393206,378.208018895706,0.543497990742206,37353.8578522394,390.809737787327,1.43709132715384e-05,0.72566601210597,0.963509682794194,0,0.999999926984716,0.256,0.16837074341808,0.464956802781082,0.334578412889933,0.749981138176331,0.113302556124891,0.211701652200448,0.292731063848203,1.96214484554262,sierra_nevada,1,"enzootic
(Northern Sierra)",70563
72996,Northern Sierra,california,ramu,larva,6,summer,6,15,15,15,38931.2,950070023.314286,38931.2,950070023.314286,4.43270070496383,0.180615583542695,38931.2,950070023.314286,38931.2,950070023.314286,1.5237768735555,38922.9230954247,349.65842789395,38931.2,332429.87931703,349.782332988983,1.70924055548568,4.39041323022583e-05,351.083587918242,10.2066705649539,0.945391484889076,349.589980769332,1.30414323217183,42213.3455149499,349.08653794059,2.56863389774782e-05,0.450258262979583,0.945060159260922,0,1,0.652,0.133754209896525,0.418087947371249,0.35218860697473,0.414740533727876,0.0516970436166066,0.095875844086346,-0.101419982740131,0.791735315686885,sierra_nevada,1,"enzootic
(Northern Sierra)",72996
10222,Southern Sierra,california,ramu,subadult,6,summer,6,26,26,26,1748538.46153846,2146882080766.82,1748538.46153846,2146882080766.82,6.02044309126296,0.289947803065281,1748538.46153846,2146882080766.82,1748538.46153846,2146882080766.82,1.11370731547666,1749062.17342829,803.276204416228,1748538.46153846,31258708.5975194,804.722603515847,1.48106980351839,8.4703301419819e-07,808.799629723503,13.8625825151611,1.21579101712281,803.068073160104,1.10795346349429,1811671.37270457,801.463123270244,5.71906207381989e-07,0.0288762639679899,0.91172220919885,5.55111512312578e-16,1,0.213,0.138747415261713,0.0649896653206979,0.685006195185153,0.453217612003939,0.0478813296787547,0.0894399310370921,-0.0767710941042781,0.837970839483955,sierra_nevada,1,"post-invasion
(Southern Sierra)",10222
11469,Southern Sierra,california,ramu,subadult,6,summer,6,158,139,139,373458.53164557,2356528333434.37,424506.820143885,2659150508466.89,3.66245630938758,2.0593063080373,373458.53164557,2356528333434.37,373458.53164557,2356528333434.37,0.122729514747839,373833.354374199,3245.19805515514,373458.53164557,269037625.847821,3240.55323974833,0.0682593484809605,1.6079682408359e-07,3074.13824378093,8.43311730173782,3.2923675053397,3114.2485797578,0.282989946673514,24429.3243622186,3882.51397155114,2.35567475608767e-06,6.90282094698483e-08,0.90544480889502,0,0.999945849781315,2e-04,0.161098340002955,1.81533399343547e-12,5.0173354842955,0.906477266407448,0.215677648078697,0.391821282992151,0.584486787563338,3.8413757247593,sierra_nevada,0.879746835443038,"post-invasion
(Southern Sierra)",11469
11470,Southern Sierra,california,ramu,subadult,6,summer,6,35,35,35,1036077.25714286,1682020244050.61,1036077.25714286,1682020244050.61,5.71953418093041,0.386764895871562,1036077.25714286,1682020244050.61,1036077.25714286,1682020244050.61,0.863275824419649,1035744.2012352,1043.04017322543,1036077.25714286,38266252.6757778,1044.64243866556,0.656964935116386,6.34088752153549e-07,1049.32555515594,13.1697141438803,1.41138224447938,1042.79969757615,0.897571057176254,980435.575422814,1041.5666590087,9.65178989410166e-07,0.00785036372212957,0.910867969046871,0,1,0.0464,0.148286382123448,0.0169957432556628,0.921808584812183,0.534451850505766,0.055941681012993,0.108733374098038,0.0975234685939507,1.25176691472862,sierra_nevada,1,"post-invasion
(Southern Sierra)",11470
