site,location,region,species,life_stage,temporal_group,season,year,N,num_infected,num_infected_discrete,mean_natural_with_zeros,var_natural_with_zeros,mean_natural_without_zeros,var_natural_without_zeros,mean_log10_without_zeros,var_log10_without_zeros,mean_discrete_ceiling_with_zeros,var_discrete_ceiling_with_zeros,mean_discrete_floor_with_zeros,var_discrete_floor_with_zeros,nbd_k,nbd_mu,nbd_aic,pois_lam,pois_aic,gamma_aic,gamma_shape,gamma_rate,lnorm_aic,lnorm_meanlog,lnorm_sdlog,weibull_aic,weibull_shape,weibull_scale,exp_aic,exp_rate,norm_gof_pvalue_sw,norm_gof_statistic_sw,norm_gof_pvalue_ks,norm_gof_statistic_ks,norm_gof_pvalue_kslc,norm_gof_statistic_kslc,norm_gof_pvalue_ad,norm_gof_statistic_ad,poulin_D,poulin_D_log,cv_log,log_cv,cv,dataset,prev,phase,site_id
84221,Southern Sierra,california,ramu,adult,9,summer,9,12,9,9,6592,211227508.363636,8789.33333333333,268710592,2.94177719768645,1.48541873499855,6592,211227508.363636,6592,211227508.363636,0.138549961405736,6593.65466923375,182.585105569411,6592,220582.871685739,,,,,,,,,,,,,,,,,,,,0.731661272923409,0.214663808622256,0.41429975002698,0.270686457570302,1.86503272913668,sierra_nevada,0.75,"post-invasion
(Southern Sierra)",84221
84309,Southern Sierra,california,ramu,adult,9,summer,9,19,16,16,12545.6842105263,799928885.894737,14898,922533542.4,3.51025764978583,0.612554788150664,12545.6842105263,799928885.894737,12545.6842105263,799928885.894737,0.213458779256529,12543.6299781656,351.189686330365,12545.6842105263,655934.685246486,334.893206714007,0.256627089118185,1.7225606733668e-05,325.86592670682,8.08266693696516,1.74491307283321,329.430640055415,0.55852115472636,7993.65829120827,341.487432151559,6.71231037723184e-05,0.650369412924331,0.959369984832904,0,0.999999926984716,0.9484,0.0986486490256918,0.709815550078806,0.246748643847475,0.756821385420862,0.121386618250618,0.222963346937072,0.3093631128781,2.03874595733047,sierra_nevada,0.842105263157895,"post-invasion
(Southern Sierra)",84309
11518,Southern Sierra,california,ramu,larva,9,summer,9,91,55,55,33183.2967032967,2926779334.61099,54903.2727272727,3663384498.42424,4.09061918357713,1.12636571861609,33183.2967032967,2926779334.61099,33183.2967032967,2926779334.61099,0.0878042274688162,33168.3181688789,1433.01525095405,33183.2967032967,6846863.21958255,1299.18644799067,0.838075012936724,1.52645729718115e-05,1293.45226278928,9.41899875322016,2.42142452011158,1282.3051812114,0.560793395616232,37415.3723939636,1312.46610620634,1.82138504742224e-05,8.3964741241695e-05,0.885998963750268,0,0.999945849781315,0.0012,0.164428999708288,8.10916250171981e-06,2.26457383637634,0.585577665062644,0.142351313059146,0.259448199602242,0.0423430186192505,1.10240968152634,sierra_nevada,0.604395604395604,"post-invasion
(Southern Sierra)",11518
11525,Southern Sierra,california,ramu,larva,9,summer,9,20,20,20,132549.6,10715098442.779,132549.6,10715098442.779,5.0140187146921,0.10276771536594,132549.6,10715098442.779,132549.6,10715098442.779,2.15646536761486,132529.935183569,510.253809888062,132549.6,1279675.95748783,510.78697291605,1.72598521943342,1.30214291060359e-05,509.395482625152,11.5452047484432,0.719458656297232,511.591986828663,1.44861585748146,147358.045535848,513.788487759338,7.54434566381189e-06,0.770540922392828,0.970745601751576,0,1,0.4896,0.129027892038843,0.672500966865963,0.26034866272882,0.373532926542215,0.0342337717341472,0.0639355492314477,-0.10738033878999,0.780943583975382,sierra_nevada,1,"post-invasion
(Southern Sierra)",11525
11526,Southern Sierra,california,ramu,larva,9,summer,9,20,20,20,124656,13233376148.2105,124656,13233376148.2105,4.89728733959485,0.227922347396059,124656,13233376148.2105,124656,13233376148.2105,1.2348848904454,124660.145590639,512.811533256547,124656,1778019.34251323,512.811447756866,1.2360388223141,9.91559830504832e-06,514.574800428037,11.2764208242596,1.07144762347266,512.857596402623,1.13135680946505,130401.492207105,511.332528902826,8.02207675523039e-06,0.290343310380803,0.944431348337124,0,1,0.0556,0.189308260428953,0.183843673601978,0.500704919149403,0.454711205236812,0.0526538378870541,0.0974850162306016,-0.0348778584302104,0.922830928885233,sierra_nevada,1,"post-invasion
(Southern Sierra)",11526
12499,Southern Sierra,california,ramu,larva,9,summer,9,12,12,12,535072,140276352000,535072,140276352000,5.63996665068335,0.0841844039630775,535072,140276352000,535072,140276352000,2.61055863491239,535100.130202284,339.737939618898,535072,2546279.92229415,339.900366241345,2.22652998444878,4.1611782796498e-06,339.006294983532,12.986503134847,0.639642377644174,340.620346053157,1.61932496164743,602350.343162973,342.563758310298,1.86890736199988e-06,0.95526763438419,0.974964800883433,3.33066907387547e-16,1,0.9886,0.0962864766537637,0.962381609078807,0.139641098760535,0.347622999023184,0.0278671312315087,0.0514445395780695,-0.154919993608023,0.699970933838591,sierra_nevada,1,"post-invasion
(Southern Sierra)",12499
50183,Southern Sierra,california,ramu,larva,9,summer,9,36,35,35,251548,58514369965.7143,258735.085714286,58321136925.2572,5.1392440294952,0.431832333124117,251548,58514369965.7143,251548,58514369965.7143,0.63217458251239,251607.265612613,965.628785503797,251548.000000233,7404810.66733734,947.779140082901,1.181609015496,4.56686812394984e-06,959.6515471768,11.8335466915743,1.49134699473964,946.446613368846,0.992860530983614,257955.866743718,944.449198750425,3.86495707468245e-06,0.00019262774471486,0.846537520933482,0,0.999999999999955,0.0046,0.180447557878218,0.000116689686459804,1.78224448819947,0.464936427924009,0.0642691926774942,0.127866959487114,-0.0299423343044814,0.933378226689792,sierra_nevada,0.972222222222222,"post-invasion
(Southern Sierra)",50183
51058,Southern Sierra,california,ramu,larva,9,summer,9,15,15,15,234307.2,15116410960.4571,234307.2,15116410960.4571,5.31717248310495,0.0500175986456312,234307.2,15116410960.4571,234307.2,15116410960.4571,4.28941540516318,234311.111123417,393.194370492754,234307.199999971,832958.149840476,393.267863164202,3.89122014351432,1.6607343451308e-05,392.920793737003,12.2432420964756,0.497502761432815,394.558690198509,2.10842424615238,265761.316859541,402.931650615719,4.26790128515043e-06,0.446992378038552,0.944830368778746,0,1,0.425,0.154270638034615,0.325833352356048,0.395958760343106,0.264852979336529,0.0220604259650585,0.042061104236597,-0.280061289039413,0.524733402952358,sierra_nevada,1,"post-invasion
(Southern Sierra)",51058
52103,Southern Sierra,california,ramu,larva,9,summer,9,10,10,10,309120,88134905856,309120,88134905856,5.24272484183089,0.356138744979168,309120,88134905856,309120,88134905856,1.0116470444138,309066.074817854,276.828836430685,309120,2427284.51467525,277.03440825679,1.20465796121086,3.89705603393782e-06,279.117866852174,12.0718200674694,1.30360661442242,276.820441647323,1.02477439008882,312007.544119824,274.829696600126,3.23498964803313e-06,0.121851183221613,0.877414105612267,0,1,0.1738,0.221639910543607,0.161631444758213,0.49629748886802,0.477503105590062,0.0560147105878838,0.11382890211517,-0.0175531322643131,0.960388315794618,sierra_nevada,1,"post-invasion
(Southern Sierra)",52103
70550,Northern Sierra,california,ramu,larva,9,summer,9,19,19,19,32334.3157894737,2026009141.89474,32334.3157894737,2026009141.89474,4.15710928681748,0.403712559697318,32334.3157894737,2026009141.89474,32334.3157894737,2026009141.89474,0.738705293010491,32332.6463423218,435.297415870204,32334.3157894737,779773.487003857,436.408870866363,0.544712129518417,1.6846255014796e-05,435.091348517686,9.57209787377303,1.42400420301422,434.863316801412,0.80763915047997,28748.9557322092,434.587605436695,3.09268953303644e-05,0.478389229506947,0.95499881964301,2.22044604925031e-16,0.999999999993175,0.1342,0.17254959590919,0.359335411673033,0.384079052249412,0.584609817378825,0.0832118547451817,0.152842695598268,0.143657024851932,1.39205702029369,sierra_nevada,1,"enzootic
(Northern Sierra)",70550
10100,Southern Sierra,california,ramu,subadult,9,summer,9,19,6,6,111.157894736842,40205.4736842105,352,43008,2.47613745838828,0.0830323361747169,111.157894736842,40205.4736842105,111.157894736842,40205.4736842105,0.0559810801224042,111.190432042788,121.106372347017,111.157894737297,5517.65477861084,,,,,,,,,,,,,,,,,,,,0.28030303030303,0.0559525823849137,0.116372101890852,-0.229768039959275,0.589158245309806,sierra_nevada,0.315789473684211,"invasion
(Southern Sierra)",10100
10101,Southern Sierra,california,ramu,subadult,9,summer,9,10,3,3,72,17024,240,16128,2.32266766606288,0.0880227668717074,72,17024,72,17024,0.0553500410091862,71.9566061942547,60.5465489436064,72.0000000001251,1912.48043930298,,,,,,,,,,,,,,,,,,,,0.222222222222222,0.0520539428098895,0.12773515337196,-0.27642098432889,0.529150262212918,sierra_nevada,0.3,"invasion
(Southern Sierra)",10101
10102,Southern Sierra,california,ramu,subadult,9,summer,9,12,6,6,216,89856,432,85708.8,2.49159646726109,0.208289748250759,216,89856,216,89856,0.11104550298626,216.019591417197,113.772665842071,216.000000000227,4802.02483040563,,,,,,,,,,,,,,,,,,,,0.339506172839506,0.0867030821566437,0.183170799534045,-0.168971039498376,0.677686696976751,sierra_nevada,0.5,"invasion
(Southern Sierra)",10102
10475,Southern Sierra,california,ramu,subadult,9,summer,9,11,0,0,0,0,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sierra_nevada,0,"invasion
(Southern Sierra)",10475
10476,Southern Sierra,california,ramu,subadult,9,summer,9,12,0,0,0,0,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sierra_nevada,0,"invasion
(Southern Sierra)",10476
10477,Southern Sierra,california,ramu,subadult,9,summer,9,21,1,1,4.57142857142857,438.857142857143,96,,1.98227123303957,,4.57142857142857,438.857142857143,4.57142857142857,438.857142857143,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,sierra_nevada,0.0476190476190476,"invasion
(Southern Sierra)",10477
10487,Southern Sierra,california,ramu,subadult,9,summer,9,12,2,2,28,6894.54545454546,168,28800,2.07031686256741,0.302759684236814,28,6894.54545454546,28,6894.54545454546,,,,,,,,,,,,,,,,,,,,,,,,,0.357142857142857,0.0939652360048228,0.265773822299218,0.0043869621537526,1.01015254455221,sierra_nevada,0.166666666666667,"invasion
(Southern Sierra)",10487
11008,Southern Sierra,california,ramu,subadult,9,summer,9,17,3,3,59.2941176470588,25496.4705882353,336,64512,2.44458610782976,0.10449368853463,59.2941176470588,25496.4705882353,59.2941176470588,25496.4705882353,0.026657362932644,59.2138034007492,66.4244879843632,59.2941176487641,3888.39055511779,,,,,,,,,,,,,,,,,,,,0.317460317460317,0.057889563076865,0.132232951111385,-0.121519024343147,0.755928946018455,sierra_nevada,0.176470588235294,"invasion
(Southern Sierra)",11008
11009,Southern Sierra,california,ramu,subadult,9,summer,9,12,1,1,8,768,96,,1.98227123303957,,8,768,8,768,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,sierra_nevada,0.0833333333333333,"invasion
(Southern Sierra)",11009
11029,Southern Sierra,california,ramu,subadult,9,summer,9,14,0,0,0,0,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sierra_nevada,0,"invasion
(Southern Sierra)",11029
11518,Southern Sierra,california,ramu,subadult,9,summer,9,414,371,371,877283.362318841,3391367483987.51,978963.105121294,3685689635069.25,4.80702114220718,1.98697264494939,877283.362318841,3391367483987.51,877283.362318841,3391367483987.51,0.170981166266278,877531.526453026,10395.4699806803,877283.362318841,941654534.080207,10120.4931248502,0.260727039489781,2.66329791312694e-07,10142.3190567895,11.0685752237535,3.2413470999847,10116.4751720676,0.375103977429533,301250.587759786,10979.3329320077,1.02148895578256e-06,4.03416508049007e-10,0.948157946727813,0,0.999945849781315,2e-04,0.10960291240082,7.70999424520815e-14,5.60680359145448,0.769661120969974,0.166074655817419,0.293237772482405,0.292493056107665,1.96106981987029,sierra_nevada,0.896135265700483,"post-invasion
(Southern Sierra)",11518
11858,Southern Sierra,california,ramu,subadult,9,summer,9,11,5,5,283.636363636364,215403.054545455,624,273024,2.55481673870316,0.371597532288414,283.636363636364,215403.054545455,283.636363636364,215403.054545455,0.0872159273674712,283.357748570242,99.0850748769352,283.636363636364,7067.76607705243,,,,,,,,,,,,,,,,,,,,0.412307692307692,0.114008295735521,0.238603416382979,-0.0770841771337754,0.83736696373374,sierra_nevada,0.454545454545455,"invasion
(Southern Sierra)",11858
12102,Southern Sierra,california,ramu,subadult,9,summer,9,10,10,10,164395.2,252739204838.4,164395.2,252739204838.4,3.78429093366779,0.954409872762987,164395.2,252739204838.4,164395.2,252739204838.4,0.219933173766908,164167.745991998,232.304591299336,164395.2,6952785.48370856,234.996510851142,0.118812775583433,7.22726549092872e-07,221.812231602983,8.71365189141596,2.13404908821742,227.059066920859,0.368929401366639,19559.33866251,262.200571281954,6.08290266382473e-06,0.0250571476294391,0.819593979055466,0,0.999999999938729,0.0462,0.266560752561627,0.0523354779167615,0.678959710891403,0.882679786271132,0.122111096631957,0.258156428612161,0.485447174507087,3.05806825516646,sierra_nevada,1,"post-invasion
(Southern Sierra)",12102
52127,Southern Sierra,california,ramu,subadult,9,summer,9,13,2,2,25.8461538461539,4844.30769230769,168,10368,2.18124123737559,0.0791781252509506,25.8461538461539,4844.30769230769,25.8461538461539,4844.30769230769,,,,,,,,,,,,,,,,,,,,,,,,,0.214285714285714,0.0456093532725005,0.129002731938072,-0.217461787462604,0.606091526731326,sierra_nevada,0.153846153846154,"invasion
(Southern Sierra)",52127
70550,Northern Sierra,california,ramu,subadult,9,summer,9,10,10,10,705739.2,511318988518.4,705739.2,511318988518.4,5.53893361489235,0.382703591930775,705739.2,511318988518.4,705739.2,511318988518.4,0.828409449196967,705564.587555305,293.090923639744,705739.2,6793855.48008687,293.605037960291,1.08231593106518,1.53359191478266e-06,293.478188858835,12.7538659727348,1.35135114083571,293.113760554715,0.887707041044101,666673.757264724,291.340020862587,1.41695402494293e-06,0.156552421750557,0.886928657831354,0,1,0.641,0.161908223253793,0.252226763294817,0.424836701622329,0.517935237266118,0.0595038507297725,0.111687638682613,0.00570171975146233,1.01321525460961,sierra_nevada,1,"enzootic
(Northern Sierra)",70550
72996,Northern Sierra,california,ramu,subadult,9,summer,9,13,12,12,41494.1538461538,3930848108.30769,44952,4118630190.54545,4.21451931874921,0.577477757502373,41494.1538461538,3930848108.30769,41494.1538461538,3930848108.30769,0.353026716207405,41500.2410854134,293.233460464009,41494.1538461538,854449.604221181,282.886885350765,0.535221807564322,1.19065182319879e-05,283.34108730898,9.70428935748734,1.67528630749086,282.461984574965,0.715971817640012,36010.5421746254,283.120412787009,2.22459512368749e-05,0.206579508560095,0.908908507653688,3.33066907387547e-16,0.999999999666631,0.1218,0.215400626151053,0.0930850886654654,0.59717986475375,0.604956397935576,0.0924118643526075,0.180309903828875,0.154627380239797,1.42766850941969,sierra_nevada,0.923076923076923,"enzootic
(Northern Sierra)",72996
10090,Southern Sierra,california,ramu,adult,10,summer,10,30,0,0,0,0,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sierra_nevada,0,"invasion
(Southern Sierra)",10090
10091,Southern Sierra,california,ramu,adult,10,summer,10,15,0,0,0,0,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sierra_nevada,0,"invasion
(Southern Sierra)",10091
10095,Southern Sierra,california,ramu,adult,10,summer,10,10,0,0,0,0,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sierra_nevada,0,"invasion
(Southern Sierra)",10095
10100,Southern Sierra,california,ramu,adult,10,summer,10,22,1,1,91.6363636363636,184738.909090909,2016,,3.30449052777349,,91.6363636363636,184738.909090909,91.6363636363636,184738.909090909,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,sierra_nevada,0.0454545454545455,"invasion
(Southern Sierra)",10100
10101,Southern Sierra,california,ramu,adult,10,summer,10,26,0,0,0,0,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sierra_nevada,0,"invasion
(Southern Sierra)",10101
10102,Southern Sierra,california,ramu,adult,10,summer,10,28,0,0,0,0,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sierra_nevada,0,"invasion
(Southern Sierra)",10102
10103,Southern Sierra,california,ramu,adult,10,summer,10,16,0,0,0,0,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sierra_nevada,0,"invasion
(Southern Sierra)",10103
10196,Southern Sierra,california,ramu,adult,10,summer,10,30,0,0,0,0,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sierra_nevada,0,"invasion
(Southern Sierra)",10196
10198,Southern Sierra,california,ramu,adult,10,summer,10,10,0,0,0,0,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sierra_nevada,0,"invasion
(Southern Sierra)",10198
10277,Southern Sierra,california,ramu,adult,10,summer,10,14,0,0,0,0,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sierra_nevada,0,"invasion
(Southern Sierra)",10277
10315,Southern Sierra,california,ramu,adult,10,summer,10,14,1,1,68.5714285714286,65828.5714285714,960,,2.98227123303957,,68.5714285714286,65828.5714285714,68.5714285714286,65828.5714285714,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,sierra_nevada,0.0714285714285714,"invasion
(Southern Sierra)",10315
10475,Southern Sierra,california,ramu,adult,10,summer,10,53,0,0,0,0,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sierra_nevada,0,"invasion
(Southern Sierra)",10475
10476,Southern Sierra,california,ramu,adult,10,summer,10,53,1,1,3.62264150943396,695.547169811321,192,,2.28330122870355,,3.62264150943396,695.547169811321,3.62264150943396,695.547169811321,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,sierra_nevada,0.0188679245283019,"invasion
(Southern Sierra)",10476
10477,Southern Sierra,california,ramu,adult,10,summer,10,69,1,1,0.695652173913044,33.3913043478261,48,,1.68124123737559,,0.695652173913044,33.3913043478261,0.695652173913044,33.3913043478261,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,sierra_nevada,0.0144927536231884,"invasion
(Southern Sierra)",10477
10487,Southern Sierra,california,ramu,adult,10,summer,10,24,1,1,8,1536,192,,2.28330122870355,,8,1536,8,1536,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,sierra_nevada,0.0416666666666667,"invasion
(Southern Sierra)",10487
10490,Southern Sierra,california,ramu,adult,10,summer,10,27,0,0,0,0,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sierra_nevada,0,"invasion
(Southern Sierra)",10490
11008,Southern Sierra,california,ramu,adult,10,summer,10,27,0,0,0,0,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sierra_nevada,0,"invasion
(Southern Sierra)",11008
11009,Southern Sierra,california,ramu,adult,10,summer,10,22,1,1,17.4545454545455,6702.54545454546,384,,2.58433122436753,,17.4545454545455,6702.54545454546,17.4545454545455,6702.54545454546,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,sierra_nevada,0.0454545454545455,"invasion
(Southern Sierra)",11009
11028,Southern Sierra,california,ramu,adult,10,summer,10,11,1,1,4.36363636363636,209.454545454545,48,,1.68124123737559,,4.36363636363636,209.454545454545,4.36363636363636,209.454545454545,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,sierra_nevada,0.0909090909090909,"invasion
(Southern Sierra)",11028
11029,Southern Sierra,california,ramu,adult,10,summer,10,14,0,0,0,0,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sierra_nevada,0,"invasion
(Southern Sierra)",11029
11030,Southern Sierra,california,ramu,adult,10,summer,10,14,0,0,0,0,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sierra_nevada,0,"invasion
(Southern Sierra)",11030
11858,Southern Sierra,california,ramu,adult,10,summer,10,16,0,0,0,0,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sierra_nevada,0,"invasion
(Southern Sierra)",11858
12590,Southern Sierra,california,ramu,adult,10,summer,10,10,0,0,0,0,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sierra_nevada,0,"invasion
(Southern Sierra)",12590
12621,Southern Sierra,california,ramu,adult,10,summer,10,10,0,0,0,0,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sierra_nevada,0,"invasion
(Southern Sierra)",12621
70279,Northern Sierra,california,ramu,adult,10,summer,10,100,77,77,432901.92,18043748425509,562210.285714286,23430701449294.9,3.3909714808755,0.844147797493911,432901.92,18043748425509,432901.92,18043748425509,0.0846689251932233,433276.483525539,1756.72192481391,432901.920014901,386028597.351078,1888.8942466587,0.0136675104993376,2.43103174143694e-08,1539.33710764269,7.80800038263186,2.10177570735402,1588.86664158844,0.333309032260566,7418.1404189471,2194.9032098449,1.77869388983075e-06,0.000170506303215348,0.922637531524212,0,0.999945849781315,0.125,0.0903306919224985,0.0469368206994602,0.756665512518467,0.982876284423388,0.14236894145923,0.270947475299818,0.934993858352172,8.6098157638399,sierra_nevada,0.77,"enzootic
(Northern Sierra)",70279
70413,Northern Sierra,california,ramu,adult,10,summer,10,120,95,95,6652.4,276460657.855462,8403.03157894737,335120320.243673,3.27662814895627,0.63306648623685,6652.4,276460657.855462,6652.4,276460657.855462,0.185234499778943,6650.30233231988,1987.72856036669,6652.4,2256639.53565163,1877.8510953898,0.212944771223216,2.53414222263212e-05,1821.12297668677,7.54471513107138,1.82239482889243,1833.65303746802,0.56824204191548,4721.53934646128,1908.90608617572,0.000119004669993787,0.385608222678397,0.985583679428269,0,0.999945849781315,0.5136,0.0611512358838905,0.573034083851083,0.300953520967411,0.757027618049995,0.137564714422522,0.24282729592621,0.338164385541038,2.17853421699426,sierra_nevada,0.791666666666667,"enzootic
(Northern Sierra)",70413
70505,Northern Sierra,california,ramu,adult,10,summer,10,62,39,39,5065.54838709678,475404619.202538,8052.92307692308,738459340.178138,2.75433187508789,0.700145458393724,5065.54838709678,475404619.202538,5065.54838709678,475404619.202538,0.0949650942274543,5068.33192323987,771.576747326486,5065.54838709678,1618458.21194658,725.422217527351,0.0901283714558258,1.11920070010482e-05,659.49898710997,6.34208351673572,1.90181961148732,678.627979537303,0.424268548682061,1640.14829619209,781.515652732543,0.000124178511386214,0.000158934990461858,0.856885863483351,0,0.999945849781315,0.0024,0.183170284700715,7.7108053968613e-05,1.85867763672943,0.894829863192999,0.155188559549355,0.303793075047939,0.528209743304903,3.37450241515332,sierra_nevada,0.629032258064516,"enzootic
(Northern Sierra)",70505
70550,Northern Sierra,california,ramu,adult,10,summer,10,247,172,172,9559.96761133603,2407451493.72252,13728.5581395349,3405787863.26561,3.1906996775191,0.827059336051617,9559.96761133603,2407451493.72252,9559.96761133603,2407451493.72252,0.11785765183921,9556.18816969732,3665.7347913356,9559.96761133603,10656499.712633,3630.95065680763,0.0556627421591637,4.05452208406859e-06,3272.67892286614,7.34685751367639,2.08793923190248,3308.02834555469,0.469272549931771,4516.5266046677,3623.36831640402,7.28408613516554e-05,0.0078450318094072,0.977989229784276,0,0.999945849781315,0.045,0.0687052116917913,0.0425848233585983,0.778001488589581,0.851165438023733,0.162069807351392,0.285024639979387,0.628483869493158,4.25092917767807,sierra_nevada,0.696356275303644,"enzootic
(Northern Sierra)",70550
70567,Northern Sierra,california,ramu,adult,10,summer,10,10,4,4,187.2,174822.4,468,349248,2.39251574737915,0.349246262426012,187.2,174822.4,187.2,174822.4,0.0732654940123429,187.534665839653,78.4121762356933,187.199999999773,5437.92228206032,,,,,,,,,,,,,,,,,,,,0.519230769230769,0.113412892338913,0.247008033742784,0.101321110809393,1.26276085589488,sierra_nevada,0.4,"enzootic
(Northern Sierra)",70567
72996,Northern Sierra,california,ramu,adult,10,summer,10,32,29,29,14217,1145535784.25806,15687.724137931,1244375435.34975,3.66229910739686,0.452260618720128,14217,1145535784.25806,14217,1145535784.25806,0.306700099657125,14215.6791244831,635.830242714746,14217,1153398.74489129,625.334745025221,0.204837008632737,1.30571526393345e-05,599.743074079281,8.43275533077741,1.52156353517224,606.103676180686,0.633322570505991,9984.79300624584,620.316759440039,6.37441091650841e-05,0.616172646341246,0.972039275255271,0,0.999999926984716,0.4848,0.109800641494691,0.427952900222154,0.358686408042129,0.737650166265253,0.0990743867866094,0.183628706555654,0.351915770815578,2.24861845554105,sierra_nevada,0.90625,"enzootic
(Northern Sierra)",72996
84221,Southern Sierra,california,ramu,adult,10,summer,10,361,177,177,1547.56786703601,39792179.4127424,3156.33898305085,76286415.9753467,2.88970777327934,0.537670950982401,1547.56786703601,39792179.4127424,1547.56786703601,39792179.4127424,0.0762351181535748,1548.43362197464,3678.12099696112,1547.56786703601,2231679.68305692,3262.07525787341,0.131335056495037,4.16099339140346e-05,3046.16338939383,6.65379804186204,1.68361844892595,3077.86871425158,0.592452493644294,1822.92007369416,3208.23750218772,0.000316822751095455,0.00157609695004363,0.972892446600211,0,0.999945849781315,0.0112,0.0780000499855494,0.00351368213118402,1.21608313185666,0.754769057663622,0.144569127252267,0.25374901228587,0.442039966654718,2.76719628942504,sierra_nevada,0.490304709141274,"invasion
(Southern Sierra)",84221
84277,Southern Sierra,california,ramu,adult,10,summer,10,13,7,7,812.307692307692,2137521.23076923,1508.57142857143,3049618.28571429,2.79218506050143,0.49107928683828,812.307692307692,2137521.23076923,812.307692307692,2137521.23076923,0.101651096689818,812.69094217394,142.554016048517,812.307692307692,25449.8114303112,,,,,,,,,,,,,,,,,,,,0.566233766233766,0.130529347589375,0.250975662408115,0.0635568633287976,1.15759558923199,sierra_nevada,0.538461538461538,"post-invasion
(Southern Sierra)",84277
84309,Southern Sierra,california,ramu,adult,10,summer,10,230,164,164,3882.3652173913,160582882.346383,5444.78048780488,217044973.71839,3.10894021271624,0.563880978491151,3882.3652173913,160582882.346383,3882.3652173913,160582882.346383,0.147987743532575,3879.8802589548,3369.50860960071,3882.3652173913,2964012.82018138,3181.37404723091,0.137425479650746,2.52398567689826e-05,2996.03443798041,7.15859938881015,1.7237778236434,3022.07933523604,0.584330120406215,3053.44744033805,3151.59137219335,0.000183662133347668,0.116573605514518,0.986564233433354,0,0.999945849781315,0.3078,0.0532500546130343,0.343983872722776,0.407822204087836,0.764572787237306,0.136716300391472,0.241535712035068,0.432294491101189,2.70579251524242,sierra_nevada,0.71304347826087,"post-invasion
(Southern Sierra)",84309
10198,Southern Sierra,california,ramu,larva,10,summer,10,10,0,0,0,0,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sierra_nevada,0,"invasion
(Southern Sierra)",10198
11518,Southern Sierra,california,ramu,larva,10,summer,10,33,32,32,106481.454545455,31676185413.8182,109809,32320816490.3226,4.62457475616528,0.432479855348371,106481.454545455,31676185413.8182,106481.454545455,31676185413.8182,0.486582090400922,106474.234960711,819.238386791037,106481.454545455,5852635.64177192,810.761982795774,0.38510737370473,3.50706566588103e-06,801.853680564224,10.6484768949827,1.49040564910862,803.742847193671,0.728145567830286,87288.1424264179,808.815857402339,9.10672167126556e-06,0.781998200724761,0.979400914981943,0,0.999999999999862,0.8508,0.0812504845752796,0.639656060245701,0.274448197598694,0.647906250853755,0.0783815957597304,0.142203778876794,0.214103225143062,1.63720561387061,sierra_nevada,0.96969696969697,"post-invasion
(Southern Sierra)",11518
70619,Northern Sierra,california,ramu,larva,10,summer,10,11,2,2,397.090909090909,1034998.69090909,2184,2544768,3.27187712315532,0.123219590230572,397.090909090909,1034998.69090909,397.090909090909,1034998.69090909,,,,,,,,,,,,,,,,,,,,,,,,,0.258241758241758,0.0379313152075457,0.10728596081032,-0.136428536553386,0.730417993753137,sierra_nevada,0.181818181818182,"enzootic
(Northern Sierra)",70619
